AQ,DQ,RealMean,Real25,Real50,Real75,Real95,Real99.5
8,11,954489.571492327,579431.292697923,840636.058670422,1187276.47676499,1946588.10362011,3644484.98872668
8,12,985660.936396549,589599.751481539,873787.377323255,1258161.99020139,2007974.34793442,4025478.05755125
8,13,915997.753954905,539954.210183221,789804.967094451,1168594.20393054,1981598.25976782,3059922.04993717
8,14,895494.182096376,516220.332378218,759603.237511634,1139304.7197134,2071216.63110235,3171657.35096112
8,15,851694.858688919,469032.081201652,732375.781493712,1090982.82295196,1942680.39126342,3437650.94668564
8,16,821777.934841658,398720.387853209,708909.040743108,1106996.36348929,1848858.98606752,3648594.61723155
8,17,772762.328309981,391074.122531957,647865.159654813,1015478.56612757,1801749.48225777,3373305.39403854
8,18,724713.472773138,339859.274731861,589766.630050834,928647.785654128,1836358.89539919,3606137.26680274
8,19,660881.298976727,292998.515883057,515789.8495636,908259.48794106,1674673.32562335,2453753.53120961
8,20,645940.591766374,283187.007992243,511600.26116022,856960.620841988,1646488.59932094,3200476.37125456
8,21,551905.780088235,242109.636882445,435650.049383966,712566.229225947,1513026.02992528,2710139.11683205
8,22,545106.083632676,237577.866914685,437487.474224758,736815.860700508,1468729.14393502,2984980.32438765
8,23,477570.312878202,112863.050834056,336169.267969954,667411.827820257,1433297.31064148,3230364.42344405
8,24,459907.725161623,100427.894978744,300950.603189059,651881.501139773,1464368.56177426,2478392.7508338
8,25,421228.814826623,62772.1527359793,284835.795021579,593639.192014405,1321247.40974843,3038024.17506281
8,26,386561.832022357,47312.6189133228,264460.721653493,541761.94734356,1304507.48222154,2685770.31698109
8,27,319791.839390651,34900.3027302695,206294.443172588,459128.100059246,1179366.30533088,2262060.17284884
8,28,315029.451508048,26360.2179916228,166638.554224418,423199.817210654,1252386.42605858,2220521.83990432
8,29,276354.946855352,16463.558997358,81952.3953084039,383093.824029761,1114437.35852471,2341937.9054478
8,30,239782.833129803,14069.9361548385,73049.1367227769,331702.880603617,956259.807125819,1993161.76172473
8,31,247811.218216019,4203.36053543507,57868.3021801731,336127.827724455,1006196.80328544,2370346.29324778
8,32,198187.40396981,0,34051.2908182622,279857.702905583,896271.884319784,2563269.25434431
8,33,189320.307537274,0,31832.3850178613,284690.610551512,891249.35887219,1795747.94683983
8,34,157307.822237934,0,21330.36768579,196133.593378939,740455.043223741,1996065.37192532
8,35,154589.776882187,0,10653.848288395,116683.059779505,877197.431345997,2162045.64286567
8,36,136553.861698338,0,0,96478.1719668885,750230.897673237,2056770.87602879
8,37,111843.971150898,0,0,60400.5273131886,697314.286165746,1973544.05528486
8,38,97026.4484138734,0,0,38741.662580746,618225.76348141,1499247.9188487
8,39,90893.9929967728,0,0,34169.2923110738,519474.295015513,1903851.06145872
8,40,71104.7883170966,0,0,25986.7202024139,502056.850056627,1567071.02626231
9,1,10920.4390279219,0,0,7891.01638582106,26592.2206222851,718855.9068333
9,2,119299.370493686,46470.755896722,77402.6633901963,127335.934486655,329572.824758671,1620238.57678895
9,3,341028.661941311,179103.874428719,260017.051072394,390308.381274543,856980.928745419,2173376.26054242
9,4,555082.219744838,334879.779387146,468760.967139784,662295.7521552,1243886.40100433,1985144.35566892
9,5,732703.988399289,459668.025059673,623506.117869997,895375.714932798,1548283.78230314,2646418.7683852
9,6,840255.007973395,551305.273767253,751074.834915529,1009088.60891977,1689247.60184072,2644632.68571685
9,7,925983.451074191,575352.606320572,819164.114835485,1157085.25015406,1910344.33364935,3073280.96107267
9,8,999395.823928938,636901.041501852,890362.501011041,1255639.83875909,2030778.17295735,3129920.07617447
9,9,982086.389471759,604381.492561707,884048.139750619,1230978.12393573,1944295.68399508,2996983.19707049
9,10,994511.697166288,630417.922244557,889202.234245428,1251511.16069677,1972174.29009789,3084192.95071175
9,11,974812.370231095,596416.607334587,852147.248904442,1230698.39173747,2049337.90317253,3126589.23797105
9,12,997787.878304709,608390.972045355,879317.55182346,1265595.23265302,2099578.58227661,3251476.20327429
9,13,920673.304093289,569308.404237219,851468.872714074,1170011.48668388,1848398.53278504,2942044.74800223
9,14,905036.299354092,515680.773630239,801117.266932927,1182104.22217743,1932969.54232298,3149008.4538637
9,15,860620.701362569,482103.531967857,742545.944462078,1124372.43937287,1901623.79249915,3038057.43109707
9,16,833337.993218801,429662.714465234,713055.416158788,1096875.745892,1941741.27187657,3541660.03111806
9,17,781940.681583938,397714.946825778,648913.358790031,1023451.66240356,1873122.59975444,3547189.51991556
9,18,716375.054916725,339222.268976049,578592.19065801,944095.003086396,1734482.32898972,3098388.19334334
9,19,703858.672377714,308782.474205491,573616.427154857,952071.014713092,1775224.16305376,3296502.33309321
9,20,633887.28042049,268204.929819839,502652.443905791,895495.0771249,1584180.31072417,3090778.11046751
9,21,609102.587450266,256816.000588767,448013.534821793,784427.606643111,1762481.83607151,3187607.69109938
9,22,532561.131248259,206391.371310963,437288.880979648,726275.141817268,1420403.85499596,2814606.91145033
9,23,499069.180080013,145923.477916324,356909.038224503,683972.44115316,1515557.61757742,2542281.53472672
9,24,452449.579237294,89682.0472614418,320081.485684302,647016.840653507,1382580.8991045,2324128.45901075
9,25,421276.065326577,66510.9037569653,280190.530866828,577830.966797085,1428587.73930018,2836408.41071131
9,26,371527.195014468,54421.3125726872,257399.533488262,533729.992202147,1162525.8145445,2876644.23006246
9,27,332778.861907611,32087.0604968572,231301.656400945,464159.947242758,1176733.05589051,2595186.8836201
9,28,313828.946363754,26779.3988720009,168361.91521473,432700.725696222,1184797.55501166,2114494.60870667
9,29,310595.03383981,24301.100906044,134017.618584119,431424.439171861,1187787.23308343,2828149.32756262
9,30,226145.5985628,12311.3175125493,63673.8620055899,325540.939037546,904147.742711021,2068461.25360744
9,31,246381.537465412,0,44660.8338476041,327203.184547261,1045907.12865288,2558690.1304753
9,32,190878.064681967,0,32270.0286332259,247944.093199511,888692.792569195,2964908.10636584
9,33,184817.062353326,0,27352.5926199618,257111.291969193,888558.492460842,2019284.64017143
9,34,178411.009218745,0,13768.9409381403,204822.171236701,964313.121115321,2226073.89678945
9,35,137124.005263873,0,8575.54658112104,91319.5607318879,752328.154329261,2250326.10503325
9,36,117500.780844712,0,0,72538.3164499481,677327.314602999,1639022.02606512
9,37,117431.93111549,0,0,65175.217257989,702168.06429729,1734631.00684151
9,38,102424.285759756,0,0,36174.7493046894,654001.321351531,2459125.5338464
9,39,104448.986286839,0,0,34844.946265363,717192.767766494,2156923.71194179
9,40,82637.5732006595,0,0,18339.0811096464,515055.248583892,2265138.30234225
10,1,9526.66431085893,0,674.135624865484,9079.3695010741,35293.4013605695,275635.14030663
10,2,113606.846399258,49855.3575358554,78798.7002036844,126113.853292082,315445.438611335,939676.007506517
10,3,364119.563069914,193741.706469005,278546.031613961,424428.839485398,904770.373848446,2115384.9176003
10,4,604730.469855666,360116.726190973,515622.391586185,728772.705553336,1276970.00088142,2859010.70248748
10,5,781687.240012234,507170.621777052,674286.634290656,950360.679084426,1548734.45787494,3151700.0824193
10,6,892043.97166964,591414.412454465,799653.87040755,1075281.93790366,1769307.30527746,3039155.58966097
10,7,973970.057736807,644031.340581851,870211.420413707,1190882.80575495,1912670.50370551,2796197.65864117
10,8,1018052.91551864,657419.192157292,880226.00740627,1251943.07177251,2038171.81307549,3184574.41589585
10,9,1025577.53629937,665872.067219052,916261.800528151,1278460.43987169,2008239.34309637,2944229.78453724
10,10,1019739.47609946,641582.539951179,896797.600056674,1276286.20037359,1974488.84519316,3958362.91519615
10,11,1036277.00485977,650485.89451175,918311.124938746,1278437.67705123,2134720.67735839,3473137.77865911
10,12,1004700.94694409,583399.311654008,879736.450807425,1278735.34428633,2215076.66893442,3462363.24280733
10,13,967492.224629162,586011.536673139,856915.038709048,1207858.89613954,2079120.41686043,3321045.97276118
10,14,915907.547029563,495809.306405516,807181.901281727,1175203.31899282,2062680.99020079,3288832.33728811
10,15,875093.918021656,495950.995914645,747861.129747038,1117867.45303403,1958072.36072699,2929825.76232555
10,16,829589.700600277,436407.249272436,711468.020003707,1072235.286062,1930884.26290621,4037993.56448814
10,17,792208.031255474,397118.587188477,650247.334297748,1010623.61842642,1911930.95803294,3685619.75716797
10,18,776420.509172544,367790.956362594,647897.185767876,1068362.53519084,1816637.54524813,2979397.77633105
10,19,687315.374377237,301516.160535668,551048.62770776,900218.838291104,1734560.28018763,3576160.87242123
10,20,644668.452711224,276034.662592085,502732.987291978,835338.387452578,1674868.07654599,4641042.48657447
10,21,601515.895959104,240152.299435596,477336.250715633,817852.572827633,1598555.56471767,3602638.89108215
10,22,530580.447710582,208111.234689442,410659.627406918,743281.388154869,1470127.28571087,2686826.61635344
10,23,480969.72348014,112981.660899543,331669.114657266,674481.36448644,1405776.80961598,2983065.19512016
10,24,459281.904755832,101939.862542651,324252.164853211,634771.750659691,1478106.79275547,2849111.66437449
10,25,409648.24702267,54777.423144692,271504.312814331,555696.013222657,1469816.40286866,2935344.94374642
10,26,378885.20394232,49173.0742726646,258499.489482481,535601.181374551,1271106.58343362,2776542.01059534
10,27,327089.307233734,32134.1166627331,206260.01968633,478366.637400747,1208270.72800908,2061663.48835757
10,28,309868.307353836,22496.032323513,159735.321914747,441196.523356271,1182287.29278732,2455846.95844327
10,29,251746.353774129,17944.1536171829,73982.9514013572,346233.642377752,1011854.47251216,1956948.08443254
10,30,254014.698383606,5529.13838151847,61854.5114041732,352403.277763505,1066563.21808937,2445056.14273095
10,31,217648.970743772,0,43570.9856663832,309480.526519776,926636.736536365,2467386.83093876
10,32,225614.596634478,0,37805.1094783729,302213.885011133,1048191.98913016,2554585.77957556
10,33,183689.175702291,0,27987.6047612422,234067.5754981,896842.762346512,2382980.62157503
10,34,173170.317941629,0,19249.0880896128,226668.384396939,836161.398600346,2260110.73121691
10,35,140523.692092356,0,3276.31163005984,107065.379501854,802300.276726597,1757662.15200931
10,36,127357.848480745,0,0,70279.0584327886,751828.130960907,1875778.92688033
10,37,122602.949619431,0,0,53044.9455272729,740919.27108421,2194185.58792877
10,38,113848.309043258,0,0,49838.8944192156,696062.443276078,2149143.08164611
10,39,86313.0884358433,0,0,31160.4544999502,582138.468802644,1766261.71545704
10,40,79637.1856922482,0,0,13501.2083976969,544277.644702659,2367044.42119047
11,1,11449.4456198877,0,492.297617375248,9313.73421256497,35654.8238681145,296564.249561683
11,2,125057.566898246,52473.3234178714,83614.989501801,135313.2805269,360457.781896009,1435365.18917129
11,3,363155.050916289,199757.853341132,285927.400357914,431876.919546582,859619.560652345,1803147.48356203
11,4,581053.274522631,360477.953092943,489710.59367083,715226.645593885,1197529.5351896,1973703.21626826
11,5,780427.098885487,492982.734314514,678032.493797769,942893.569057224,1536482.07618622,2585640.59431281
11,6,917755.187805758,619256.540793674,825700.025861326,1087847.6386266,1819623.49332913,3097948.31139019
11,7,978620.613395447,649193.141269637,877140.546647263,1185512.7402389,1855346.96777993,3223928.35041667
11,8,1055559.15349721,695637.221818924,949053.610136335,1315600.47800106,2091872.21930389,3352620.63650228
11,9,1062039.44424103,695910.033671639,979607.632225855,1316451.21349638,2024678.01553215,3311155.18973493
11,10,1066599.78316552,676595.019411938,941420.967286742,1358231.79748159,2145837.25078286,3330283.69778901
11,11,1053078.8912343,644438.581399705,951024.577360705,1335016.16650452,2056509.08659828,3563929.44132241
11,12,1008810.60798166,620939.686131357,895875.040925996,1294745.53048249,2106732.87131561,3337678.74154328
11,13,960607.527384719,572119.143960811,831581.1792069,1209409.76588571,2025380.93471052,3571856.29396371
11,14,923368.041616026,531164.792792791,808004.814998467,1182184.54709607,1985614.3049518,3331924.87462055
11,15,905886.374806003,506392.766401253,784132.785790537,1191615.72027559,1972267.60240488,3133529.7718796
11,16,838459.833221362,439261.120867113,735718.011585368,1121460.53006645,1848878.3446183,2832119.18604962
11,17,819762.200634784,384090.41638826,686082.63415925,1096667.47287651,1936125.3266347,3929827.34407251
11,18,751380.384700088,357471.135937635,631095.234497783,978510.79709414,1908949.70059972,3227346.19630414
11,19,668066.046593182,300326.100631474,538888.350057162,904909.039336843,1696227.72642119,2670881.05077474
11,20,596050.579888191,269410.582102606,489431.39213865,801296.949551828,1498829.26074612,2460105.84196328
11,21,603381.662716676,247292.906267621,494349.244894813,824203.532509687,1672856.91866219,2699155.74861178
11,22,545134.947803677,228130.717671004,387502.422766137,738074.772930667,1581650.33368327,3102710.83085313
11,23,477179.094748829,154356.149476368,337408.053663384,641035.485556832,1392723.06082879,2634988.91297623
11,24,467153.491713249,90192.1282581571,322551.628507737,652841.106737451,1440815.48160472,3317909.39603875
11,25,452074.494820667,66594.4352942183,291239.096642348,607638.995848722,1555586.70343989,2798925.29773692
11,26,390162.061461648,50528.9793946974,264062.733836938,542938.658042362,1330087.94527128,3048841.00802042
11,27,370525.573990816,35662.7532232176,251475.975993472,534347.49446004,1263216.85392715,2575266.26127478
11,28,326642.771161192,26531.4529102031,130577.612921073,463390.942016719,1220410.16216716,2624654.19397186
11,29,275503.664433233,23736.794138134,111196.971761023,367317.231375867,1028895.79709724,2104435.4022618
11,30,267011.636384891,5193.2904573265,58261.9711714818,352100.025127407,1114201.79588241,2794235.17980613
11,31,206186.333092751,0,45716.0550043692,322543.194167559,878554.231799779,1659802.00445715
11,32,182902.664606874,0,32547.1269085236,254643.28573292,835443.189825007,1966608.59670337
11,33,177111.323545542,0,22684.8618011778,208822.911151429,862033.323329166,2256313.03716258
11,34,159936.628513328,0,8245.95462520107,161239.941444504,770312.995635386,3064243.35015068
11,35,153959.375935153,0,6286.17012049731,109637.615783775,873951.677136087,2224685.30526006
11,36,111846.693433175,0,0,47463.7620116488,629175.754150872,1864716.2419431
11,37,103225.363410277,0,0,46131.0833085499,612523.441422306,1821382.65423793
11,38,101968.901585193,0,0,30780.3484950484,715054.923654313,2200270.96306906
11,39,95709.4098024502,0,0,28663.0887935025,571448.491863294,2139622.93148633
11,40,71047.5638856662,0,0,10899.8010707033,420249.629862277,2226723.69575552
12,1,10686.3736301536,0,467.569486026769,10335.0297385665,35860.1059954494,268773.858185869
12,2,135201.546756686,55347.4808993703,88144.1139553665,148121.191309902,386214.106272688,1420033.04998579
12,3,377466.602177379,207926.142799174,308547.196338424,447203.157510047,887459.755252338,1987579.82669612
12,4,610405.063299172,395586.887916514,529676.820912495,733995.366506245,1245197.169601,2263175.19457945
12,5,812697.583192603,540185.255715765,708237.271496566,954901.283636693,1643032.67386143,2772097.2137882
12,6,942732.952570701,633607.13516384,839665.267986841,1114241.0968707,1826352.12211205,3431441.86699433
12,7,1049251.81495577,697577.096928862,925550.37277125,1274477.0341663,2069660.74988901,3504378.34848363
12,8,1078287.70642578,719976.44748176,979894.884688946,1337003.65944041,2055576.18223671,3058918.30898808
12,9,1099089.97065197,695906.367881004,978525.90787859,1343332.04342029,2242593.10385761,3619133.8533497
12,10,1051026.54887607,690287.867190776,955372.711884898,1301451.11840562,2094902.38338042,3430645.78541243
12,11,1075865.03149695,674112.254402739,967252.811578035,1348286.4013083,2099828.87662169,3556423.32628201
12,12,1041557.96394893,661205.624238711,922848.356474999,1277862.8874243,2118895.32030835,4245563.37835148
12,13,994038.53282238,600864.059212621,886969.891296764,1263284.79884462,1960348.11180807,3459554.61105047
12,14,980685.107504848,577375.715716292,875922.333366626,1238262.36816191,2040142.26366717,3929839.29138954
12,15,924199.762358325,519727.740043633,809192.88752185,1209983.37592752,1989730.12554105,3508595.52031007
12,16,878396.193190148,484366.833252803,765874.107032284,1139884.36250533,1987067.22488661,3360736.20381259
12,17,831156.047964519,424272.531701276,714006.696736787,1113587.11596074,1891976.00025037,3290892.75910831
12,18,773122.71036324,370183.54790769,640115.375368153,1024639.9714573,1900704.53357823,2947915.38094538
12,19,716007.86615291,305384.198668783,596521.555075056,973567.461117363,1761573.70500996,3309200.00625449
12,20,641161.938245719,274060.6380275,516694.456884558,887528.813250129,1670391.00773682,2979766.50367669
12,21,584151.633284601,250285.160514619,469520.182997871,789383.552820948,1556501.08022213,3350038.9191954
12,22,550020.308267818,189568.458733898,425951.943140018,749608.659926619,1514811.85219017,3413923.40891728
12,23,521205.196902046,129109.924891752,374732.357253216,722720.182296465,1509228.95246595,2996355.88092959
12,24,438812.594426006,76150.0955890707,322583.327960662,615158.514014542,1331873.77900443,2551635.09686904
12,25,399340.639554119,49214.2743427681,282711.024964124,551759.536839593,1383492.71571111,2673051.85214801
12,26,404014.773067445,38459.6132416807,268177.498461295,575760.563975228,1405936.60922619,3093915.63324812
12,27,356041.936054485,36003.4177994054,245148.114861286,535459.951151486,1299854.60217166,2100928.12586287
12,28,287461.604825308,23495.2335140184,108490.110384424,416842.179847739,997726.069786284,2476990.93661187
12,29,276903.178311035,18389.2221304063,87268.4440439557,363449.621202228,1113178.22902757,2382572.91533885
12,30,235064.865595312,3568.25337412863,56234.2765201899,333186.638141619,947740.034387489,2349907.38896959
12,31,210289.326573516,0,43129.5535812029,304957.71811835,981802.056302023,2631848.2998697
12,32,193079.957312951,0,30132.4042125702,256731.143021129,981744.982008754,3450013.15335906
12,33,182981.14051286,0,21681.1723773189,248006.814679485,918808.886042326,2329500.88493097
12,34,159600.827004817,0,13716.3663125721,173296.988948789,819011.766187496,2096952.09063297
12,35,128394.505141391,0,0,90323.6336548134,642644.453093263,1947786.32824925
12,36,134115.981901253,0,0,62459.8238047828,717751.308904401,2619469.65591258
12,37,101099.977550209,0,0,44265.6375325713,614439.307261277,1572622.4824497
12,38,83341.547041716,0,0,29864.5008284523,555050.826942011,1613280.18134912
12,39,76071.5410397911,0,0,20117.0583656027,479359.874126027,1911172.91388379
12,40,67733.2395839794,0,0,7451.4490698208,443838.391132051,1683009.80902912
13,1,10370.7579514422,0,650.210661481975,9787.84929122123,35138.3801485546,220086.836188629
13,2,146570.219473434,62602.4337431775,95599.8772699079,156642.032877188,430558.199176621,1530958.03588309
13,3,392505.19189248,222793.342702191,312944.266462367,454271.122789408,902288.180056346,2731263.44599513
13,4,652989.246003588,407926.974902452,554880.378764106,769419.245151307,1387838.4311059,2863354.29704633
13,5,883791.953841323,592975.31410671,782628.057258908,1065056.03475094,1677248.34163737,2945556.21581613
13,6,962241.8133263,652433.551670166,869186.653855863,1156468.07495128,1863579.2757605,2789719.7854382
13,7,1055428.23837721,701223.782114557,968188.802457716,1270205.55827261,2005537.77866373,4013585.26663773
13,8,1111593.15767233,752995.481993641,1006327.22819872,1336523.77121543,2150600.07837439,3623325.57443481
13,9,1102896.29692741,716183.902111079,1000349.18990896,1379780.51383515,2158783.32214327,3020583.71461257
13,10,1137968.7915477,738143.206007748,1020356.09281749,1396162.08695724,2214477.39742119,3703174.82488483
13,11,1168974.97761152,751069.577950025,1064296.98954284,1442039.0985655,2329491.06885218,4025662.41845295
13,12,1083837.1650419,670471.13065487,985827.696042717,1354926.4509092,2184789.7928177,3562161.1122535
13,13,1018751.307915,623350.677103415,906627.586610323,1282441.88877346,2110578.72668482,3606612.01989878
13,14,1003766.28560293,604053.370610171,889613.118491382,1279947.94673841,2221784.48507937,3517979.11428034
13,15,942412.738628855,522772.553579624,820776.319837825,1242839.34337987,2032961.63137767,3193518.29358965
13,16,860985.140860179,481869.969542333,749326.252802728,1129036.74628533,1880002.94776273,2951458.94559218
13,17,866563.529586482,448935.148953346,738054.904888044,1135908.44206548,2054425.81998634,3265702.73102424
13,18,778871.325551969,370947.961548832,676698.550044568,1070137.57958359,1752710.85459222,3126041.14113963
13,19,714263.000915396,328001.315221768,588052.870749455,952625.108474806,1708749.9749524,3441520.19277812
13,20,667026.249197287,303777.683591289,558538.287652744,896944.629422061,1599660.44090769,3282790.18858392
13,21,630075.240816481,278868.070272682,536224.87629109,829435.05179483,1643388.43503252,2840689.15561016
13,22,567644.967832886,205408.540956057,447153.032463391,784530.477551479,1569934.81910726,2681314.37236039
13,23,515388.44843483,122801.047495437,361428.867271347,675085.836095058,1473750.79071325,3135689.94282764
13,24,482988.862453603,93234.5924800379,340729.758740755,649059.722009817,1468994.47336908,3284805.11588026
13,25,423696.21651192,58123.4856373912,298477.070923349,604115.301087649,1385769.05507688,2782959.65439517
13,26,367287.14981521,48124.2108119599,261811.649040094,544361.021052685,1205951.67071385,2459424.0659227
13,27,327809.666510949,29868.804195942,215085.033556125,457210.776502185,1166689.59331871,2393140.36903334
13,28,317656.349034377,23593.3070854254,104534.555586765,411232.538893101,1278661.84513515,2866326.56156232
13,29,271069.197588906,17845.2861683658,83608.8864070172,358664.339541882,1092562.37636899,2955909.28910296
13,30,227150.231714802,0,49626.6114052798,333411.923571527,992400.18717259,2501872.9905285
13,31,204896.78900517,0,45127.591026506,295978.894279125,942523.298715393,2357866.06731134
13,32,193168.735089844,0,28563.6462660358,281175.884933511,848989.75905771,2769554.07690168
13,33,167581.387784894,0,21010.5627878985,214561.12381169,862617.704395312,2353021.30677738
13,34,141406.837820806,0,8480.28211614172,114624.987739557,756731.177062742,2106790.48016656
13,35,132558.738908017,0,0,60101.0057033414,803405.950285527,2280469.54482889
13,36,127828.184420446,0,0,68827.3254094794,774831.214163091,2173322.14954824
13,37,101912.812325633,0,0,38828.8949625606,601117.583266115,1850522.84429591
13,38,99129.7000485352,0,0,32463.6025292984,560217.53204162,2111496.99211741
13,39,99395.5262134159,0,0,29861.1203665935,671173.966254705,2280791.13682686
13,40,64032.1393830546,0,0,8153.15091072769,400941.918936745,1502314.70059647
14,1,11491.0518575996,0,0,10864.4210165778,40399.3693356903,246324.33600614
14,2,143126.85676997,61801.3196266536,97275.3781733913,156156.652147796,402754.563463974,1240974.48229354
14,3,414624.47093799,238026.540810898,342314.03336578,499478.897505671,996223.362246396,1670823.05277773
14,4,681104.990954056,451736.633613452,589131.831921268,815093.844792064,1363799.92847641,2590094.17387793
14,5,905080.34130063,582985.545371135,798464.110365396,1084905.1036404,1822464.70960438,3239793.54917121
14,6,1041355.93452643,707066.588529743,961286.16412854,1263212.09867505,1977889.5600512,2990823.35073417
14,7,1123172.78096952,760391.838216325,1018877.75916202,1377015.62808259,2102086.69261012,3130909.69477999
14,8,1183553.15586757,806292.268827167,1083834.46250759,1465675.14471418,2188482.63394096,3706243.80427506
14,9,1140383.47784371,751369.111791854,1042926.82791779,1413811.26660294,2160385.48494914,3394004.58422004
14,10,1166697.49430637,748127.298446169,1055404.57178029,1463899.75046687,2329213.43443049,3412544.71793038
14,11,1133340.1747934,709268.794587175,1047097.77702765,1423746.3791999,2194062.48607996,3577989.89564542
14,12,1103086.87364611,689169.383925213,992463.619445775,1383927.39829042,2298630.11511595,3593351.67345967
14,13,1053032.51185259,662136.658518708,943594.952728985,1307828.87301068,2226707.60170238,4104451.22097173
14,14,1040642.2869195,620385.894232888,935939.733583691,1352773.46221173,2206133.56461865,3174154.60042
14,15,933869.152811842,527019.473250994,809627.193137048,1249618.92169518,1986655.32196786,3062408.83705587
14,16,909710.283029268,515644.149407389,790505.072896583,1142086.35474006,2035007.41911633,3720617.27549087
14,17,814035.254311486,406985.392646179,712694.976571586,1080348.56326959,1837242.92980565,3653176.80789797
14,18,738719.7582384,365524.264688845,622332.194627368,998247.696312453,1728521.11019296,3356879.90617786
14,19,712337.367055789,315968.124462807,583505.593368304,957911.108336031,1751141.77747189,3377922.40147585
14,20,676064.255073617,306826.925398384,557791.236650992,943695.799649861,1661097.46415527,2837303.86292841
14,21,634218.528103757,253708.699280667,512480.441745731,871764.610646788,1696580.95357102,2940283.78796297
14,22,540043.322508402,189029.5255167,412150.189729753,742726.906297084,1546474.74172248,3079162.53414789
14,23,511899.134840064,108131.64487841,370458.940947977,702848.1551533,1482367.40173715,3279177.28891919
14,24,472536.610404329,86808.1566650639,339304.56490368,695527.904932015,1365364.32434359,2761755.1658939
14,25,424154.607647191,58176.8661033864,304640.146459652,595085.230180833,1308742.82733167,2817388.64317129
14,26,378632.4250256,42359.3353510866,257874.838447919,522520.808397119,1284216.18394219,3466023.53945002
14,27,335073.208059817,28622.6773252765,204089.804907434,439842.855965776,1260376.21441009,2462779.48216543
14,28,310238.02167477,24352.9645046192,117134.983881472,439176.677713683,1155041.96146909,2481783.08409453
14,29,272091.935986316,9425.73245039608,72147.0277202418,364358.487728522,1103190.52334751,2859360.90220511
14,30,271487.602096016,4071.56336187526,57393.8363312069,384792.620341196,1178956.24024471,2417406.44637048
14,31,200337.241910927,0,39297.4947283917,282746.915632787,966475.763079458,1819552.74625393
14,32,191928.04833091,0,28510.6168000024,255999.023935398,964780.747078806,2482997.88406445
14,33,172790.781787597,0,22200.036253094,178714.099664912,906045.250541572,2461375.36815402
14,34,152808.38716429,0,5448.61268268259,94679.9879610376,751503.663263767,2699403.63046256
14,35,138710.160909652,0,0,79053.67977658,795928.002071499,2181220.40924999
14,36,134251.37095006,0,0,51853.9011149516,795404.53121245,2530276.84440155
14,37,113820.197400325,0,0,43908.0789755402,673483.099142117,2072469.45400757
14,38,84685.2185232978,0,0,29695.3648734535,542522.785805152,1347095.51583339
14,39,80430.727967746,0,0,17374.0190628286,491232.361501896,2120720.744973
14,40,51492.8057871376,0,0,0,338620.827179487,1651119.67616376
15,1,10725.8683544721,0,581.562060989851,10831.973699057,36069.1537510563,238753.189781196
15,2,153469.622184232,66768.1877555164,102468.084371918,176638.861027066,425421.323199661,1220456.00266337
15,3,434252.204125685,256038.982177971,361165.461971794,499041.094507119,991103.240964503,2224569.07241986
15,4,693100.707346647,451077.291923084,629255.724722329,831655.89331935,1385696.89746712,2418265.82003272
15,5,909202.291486302,620957.945799727,828231.540756582,1096338.62677444,1682651.2524521,2876975.03755552
15,6,1070482.25511186,732502.635738321,996588.197519831,1286599.95088808,2026155.9721633,3336949.4633698
15,7,1146843.82596961,799413.963447603,1055588.29936038,1393139.13142756,2128572.77873175,3209354.00649087
15,8,1186652.09196067,805981.076611262,1100953.18728075,1459669.18354278,2027568.00844895,3964825.37120949
15,9,1193081.44789861,794499.59495942,1093854.49698755,1477629.74133226,2199453.03209814,3729514.54378362
15,10,1232029.30486043,815153.959386412,1124762.72570805,1536624.99583118,2379019.26220891,3512758.4295262
15,11,1151985.27891344,762088.093217789,1076138.65313334,1384750.35810057,2201096.05561902,3913787.04692377
15,12,1142084.67453167,714239.191214094,1037005.57497863,1404338.89800558,2204212.37993803,4401390.32729418
15,13,1086424.48429813,678824.764726208,994507.685203973,1385537.76191968,2143642.63007244,3451499.2441655
15,14,1032043.87602148,617168.482167239,903831.381397623,1335828.11499067,2175165.7088524,3450578.09213446
15,15,948624.24377317,547973.43544478,819165.952987292,1255301.22809227,2028096.95939161,3547752.75188637
15,16,943359.656374554,516088.727194723,808979.04571747,1191984.31735353,2178928.41346535,3908712.10886306
15,17,861783.243249553,474708.299015977,757741.701534025,1150800.3400593,1916304.39192477,3451190.27694832
15,18,801984.639915589,386693.372201293,703569.172307543,1058695.72766457,1893166.41529007,3257012.27041249
15,19,725673.923331663,334315.485601257,604873.896480534,970589.86561289,1761827.69191694,2937663.91457834
15,20,674116.945987725,278206.135537889,549594.634099028,923275.423371135,1772614.4701317,3226150.26261432
15,21,612466.504232531,256609.765140557,477716.441731556,848679.748810868,1717538.39805273,2778132.20732149
15,22,538700.974125515,200346.534531566,396846.964296213,750980.781173675,1525575.0081136,2931979.72033461
15,23,511104.765161791,108397.351093186,363573.256304367,718176.152215849,1543752.47423829,2793812.42331839
15,24,470908.115694451,84408.4833767017,347803.243551334,676237.933202012,1413452.01079826,3180115.02729239
15,25,388364.074071415,50028.2623661034,287680.973984939,583600.622840678,1288599.61540241,2640307.06397095
15,26,404408.376181015,42067.2999674203,258057.301122344,586254.639772814,1486733.73024045,2866970.44364591
15,27,338317.571249091,29022.3398322903,144326.150316655,446367.090744326,1321843.55881454,3282754.07007052
15,28,322561.605238927,21337.4749523042,132166.804571027,447766.181788603,1194970.35292181,2451925.66001113
