AQ,DQ,RealMean,Real25,Real50,Real75,Real95,Real99.5
15,29,273849.863986492,9007.37464293711,77621.055117966,405276.989680758,1066138.44116041,2434867.93720854
15,30,228866.973457995,0,52750.042435714,331895.245431274,939917.700691771,2642108.5209215
15,31,209281.588628603,0,36856.6659080722,288411.464068806,1012208.0391774,2601379.34682287
15,32,187070.535570915,0,28827.1291687962,251819.894504233,886471.767081073,2067292.33901691
15,33,176181.73069617,0,16946.1618746328,185363.62518473,889017.493386568,2704630.97489191
15,34,149783.770317737,0,9187.27679746781,102672.364692697,796815.391658842,2273720.57519345
15,35,113652.893606095,0,0,59682.7710432453,632904.824245211,1664163.77279699
15,36,112588.401146675,0,0,56061.121513639,649375.835344131,2003379.5096898
15,37,99936.2015509658,0,0,27200.4722705721,625271.526597512,2481799.1523937
15,38,87223.5426849856,0,0,26662.8126501536,539436.662312099,2311155.30431119
15,39,81865.3136297923,0,0,10720.2941368087,523798.452223138,2128719.3174337
15,40,64722.0692651359,0,0,0,433448.068316733,1528293.96818122
16,1,14827.6603172647,0,2839.72914516562,11771.5167878749,38440.3736639338,509856.459155053
16,2,154231.178072672,67777.4819981693,105086.125411792,176328.8494191,443299.924549138,1182603.25452104
16,3,451567.776044953,266028.272781202,378675.399638456,539075.760072919,976290.909035493,2250330.40992857
16,4,756955.804042563,478987.698927859,659473.921374325,923988.295111896,1525340.06460914,3079477.24796146
16,5,975014.031250485,663688.963985666,873249.719737564,1159275.11505888,1838256.61734396,3186802.86291634
16,6,1113028.60719531,770362.504359061,1000624.98237866,1348034.94510708,2099154.57481744,3347187.76837754
16,7,1200250.58123081,827359.586686443,1094118.07963739,1436309.16300339,2251247.24215229,3544952.90362258
16,8,1268791.44120013,861075.799023393,1163564.84923692,1547774.19506836,2374503.54214577,3390224.79095177
16,9,1280643.02819925,857101.437168068,1168358.88527885,1572388.83756606,2458700.71288629,4092201.50492157
16,10,1223809.30989565,793086.877056165,1109750.89602262,1546130.20021718,2331389.78599992,3638994.14529177
16,11,1211001.58878334,804180.318506399,1099748.65353546,1511607.85806747,2350031.35715986,3947502.90724313
16,12,1175354.07316562,720580.403847438,1052057.46002902,1509121.415963,2311717.90133503,4070944.83503912
16,13,1113079.27700205,682833.092756205,977959.959421795,1420332.55937968,2298565.01807595,3539639.60960573
16,14,1087668.84110751,617150.330702446,965684.219620294,1397790.21302782,2272069.58592882,3608735.11730427
16,15,1017023.06643458,559484.450733919,898113.245597531,1312031.65204226,2224530.9616032,4468143.38445974
16,16,929215.568050565,516740.938146874,793481.749109303,1214648.83790613,2077932.73693419,3267696.4631305
16,17,856438.031658192,447113.749633551,753009.843033421,1129152.12976334,1948179.62898551,2868501.92362728
16,18,817404.137129184,394514.192211417,700302.717361618,1107945.8081387,1890564.17807825,3322056.55895814
16,19,731811.448141858,337663.452394334,626341.484469183,960227.42114236,1792219.05595402,3109386.21935534
16,20,664763.925287423,298350.908695159,540582.55577417,935699.484669856,1692422.83433094,3317332.41336146
16,21,612199.43776473,239519.957150773,488475.662426766,874114.297875959,1599211.09393563,3261879.23082693
16,22,576587.970534649,198648.876865797,434606.349725613,814938.301516482,1572850.71096743,2780962.59161302
16,23,510112.746020046,105767.335116566,370942.121019925,718717.137771035,1549363.24843355,2622301.23464714
16,24,456604.738712585,77735.6096275358,324980.75462206,658595.740785059,1366472.25436318,2785536.18277174
16,25,393086.131371665,55533.3145017213,293322.304254293,581778.354163304,1244819.88937311,2756805.48751545
16,26,363707.409089682,37590.6975068418,222590.058534724,512317.330685144,1342737.49721465,2397879.07031456
16,27,328388.774768338,25004.7006357006,111608.926977878,456739.9068953,1224061.35061405,3439499.59115676
16,28,281215.957275787,17717.0228715367,94959.908322256,398940.609247022,1127270.19415405,2341442.66845212
16,29,266708.308195196,7937.46922795047,64680.4610933646,354540.801120534,1083502.17408759,3974729.30707051
16,30,251158.147278618,0,47103.0804723708,350314.100578199,1084209.70683612,3294289.10810423
16,31,228140.521660444,0,37188.8929737243,311336.330043866,996524.430710642,3562632.5014139
16,32,178466.900909168,0,21477.8097280256,237234.548864064,880617.795920526,2130742.21960946
16,33,151549.077050331,0,11148.4710451622,97810.3450903412,837205.427443062,2251465.33617682
16,34,146409.582507264,0,0,80868.008926689,823512.854369949,2592566.11936844
16,35,113350.700579932,0,0,61493.288242473,644877.229786194,2386007.29045246
16,36,111035.437054617,0,0,42493.5068580312,696823.463092828,2053697.4478026
16,37,103444.390100957,0,0,36983.1103568681,607758.442871342,2307155.39324333
16,38,84477.0226748492,0,0,17716.4025590791,575890.955560432,1953244.77159952
16,39,87812.0854913298,0,0,8377.30378029456,623022.319028502,2701537.20874251
16,40,85966.2764695485,0,0,5775.10109378217,523120.567642683,2971170.70447113
17,1,15032.1077946617,0,3688.69822136836,12454.7238413821,44734.7321887094,560787.150191204
17,2,161970.590093834,75080.0753353183,116698.398688892,183420.854359164,444446.991277966,1153524.18221774
17,3,461709.109782166,275194.567678597,387300.173828426,552540.170692561,1031845.67200558,2155219.69946777
17,4,781987.159704095,530617.386725548,720116.31733,949716.161881085,1442110.47259761,2221552.49572491
17,5,1013726.32168952,699216.605338356,928899.246620249,1210544.16892463,1835754.34963759,3459239.58482332
17,6,1158252.53670161,804293.934623224,1044048.7420421,1421879.14368491,2106455.66798566,3933197.49620369
17,7,1232786.94730466,852223.792720798,1113281.47743782,1516681.75087757,2264507.72673006,3437077.11510714
17,8,1319947.76689665,900833.143957094,1183710.69211579,1626229.62870003,2420130.84894656,3687450.872446
17,9,1289699.4141878,860615.949113664,1177093.36408935,1561481.50408061,2448430.05390142,3879630.58263943
17,10,1309275.7287973,842949.02480289,1220748.68179883,1621370.64707369,2528538.66791977,3584420.69346577
17,11,1260381.92277837,841207.315330177,1151842.87498901,1591852.64261369,2382209.02286407,3460520.5221773
17,12,1223153.64493288,785040.32568192,1080314.3717451,1545229.96219139,2464412.69294112,3728179.04434978
17,13,1181968.09871849,772046.920571859,1080835.46737314,1491686.50990668,2336642.76913151,3699896.60889478
17,14,1094617.10345759,618426.954773828,960740.794038808,1427128.90223895,2354496.66834155,3502438.42985554
17,15,1013290.94152062,560764.141988483,880954.10456236,1320595.88492357,2262948.81471891,3751238.66381642
17,16,977365.740682326,511034.07781682,845485.709106638,1304376.89810448,2193257.43004407,3728661.22960332
17,17,865230.446003139,454758.362397261,740417.753229319,1120224.86538179,1973366.28794411,3398721.9392394
17,18,802876.970021593,376035.698458178,668007.84012662,1050986.85802789,1940202.75237775,3678076.75596902
17,19,738442.524217867,355735.919699644,638838.465598438,996000.607271083,1753343.44549531,2740478.69642223
17,20,664479.972442975,285897.852544316,518531.875422379,923975.52061842,1766807.51730675,3568944.80264148
17,21,652089.585343842,273240.410097968,514281.346674975,890676.464351316,1809746.33328407,3660404.33842714
17,22,582479.304402764,226650.203727553,443264.341545825,795437.182305369,1649836.81419483,2913797.39596594
17,23,518608.087643682,112731.503494492,382495.45553151,758046.716052236,1505912.87181518,2317837.8480063
17,24,449441.360999268,71262.447350076,328338.354350343,619190.881896618,1359841.24573023,3363198.4824171
17,25,384927.502268691,48189.0159424793,276757.452485148,552099.110607491,1251525.40836221,2598492.3220183
17,26,336000.605154001,33622.7628800313,165528.140690094,469144.439339349,1157417.34309782,2839799.1180578
17,27,317379.506177046,26348.6718230874,142603.237604064,474866.755504548,1069281.85303184,2616082.82505296
17,28,295599.878118691,14949.2441427527,84123.6828714658,406496.471149907,1245594.24945901,3199886.08173492
17,29,283076.832457823,7722.90875681697,76508.4913093561,409279.352686924,1146381.72760153,2368198.85860284
17,30,232186.592399107,0,49949.964578572,326030.018914824,1005969.10384881,2164490.8145295
17,31,214984.01209477,0,33627.9791177691,295840.403957533,985090.544676347,2622559.61641639
17,32,187645.593068517,0,24794.1934246182,239287.612384919,906560.368893254,2088206.67678058
17,33,166122.465337749,0,12856.9394339319,149616.940390494,855898.333543985,2200796.48494053
17,34,128918.284940279,0,0,80258.0402306096,643241.231856729,2220491.80274152
17,35,139622.053841067,0,0,64875.398609613,844402.075147483,2352046.2908233
17,36,100259.284744596,0,0,40245.5705236747,598479.196637615,1990173.50459163
17,37,94978.2532142264,0,0,31346.4404409207,576263.367562954,1937786.44897652
17,38,81101.1712511209,0,0,24378.2180519628,561923.502036124,1630345.4924048
17,39,70097.0765474547,0,0,6431.33403101608,471924.323038779,2047566.03277094
17,40,74734.4250156635,0,0,0,457340.907300591,2890728.37673576
18,1,18808.7461698256,0,2642.0072493476,14070.5199381139,66165.0054463285,658156.444323811
18,2,176003.737527103,75933.7332188341,119071.194998138,210877.433208631,466436.622724066,1586366.39510475
18,3,497986.156032156,299599.447698221,420205.951287481,592736.684073311,1123771.65377364,2009432.19981255
18,4,811392.573609538,534901.920979603,715993.656978521,964020.269831713,1601734.29366887,3165435.53623499
18,5,1049976.17858286,727697.97358852,957592.234680024,1244282.1619892,1974006.00217148,3306099.27833238
18,6,1185826.31078161,823338.754928977,1076782.00131226,1435267.63905667,2212228.53332372,3383467.79842341
18,7,1294920.9975193,914654.740712807,1195077.68962963,1546650.43775651,2346239.99276858,3866230.81832811
18,8,1336017.7345437,923022.320453544,1221490.19111332,1646724.38845934,2453151.7495925,3916210.50918964
18,9,1342594.05526107,944184.662036078,1246399.88693527,1647228.11603606,2476251.73522513,3624803.3265121
18,10,1342222.29100303,900928.569742151,1231608.99475374,1671708.31044819,2630633.67348913,3653460.48848175
18,11,1310204.02921643,873395.612410524,1200908.63844079,1665915.19092787,2494038.61267003,3578756.6379619
18,12,1234092.5988056,792860.228269832,1139707.44479756,1517715.71063794,2456989.58727764,4019870.56005385
18,13,1186075.43558839,738670.881508695,1075610.52122892,1501680.33710946,2365947.46820193,3964599.52322707
18,14,1107418.62399637,640210.89335068,991881.973989324,1405364.58470697,2275692.59071904,4023965.02771466
18,15,1056349.33042873,570620.573484437,923605.004010597,1395567.59612489,2302758.55255424,3789333.89918154
18,16,973548.427615125,539626.512101252,846453.8261111,1281723.46893978,2121517.83991592,3759333.04939169
18,17,898942.142527334,503554.802635978,801080.71560022,1165598.8407765,2024466.32037718,3413489.74851081
18,18,836453.771706233,402686.563716427,728761.001376532,1144206.86467004,1936816.0062703,3653902.12590105
18,19,765589.637901431,359033.629315188,624785.937299056,1025613.10366331,1926115.59998733,3785304.95989706
18,20,686683.959218432,311379.619036482,559423.211327694,911640.857449938,1813601.34462187,4024932.99350572
18,21,641712.9302208,273709.849791183,524212.24016279,904290.620131414,1702885.48351457,3224123.25932703
18,22,576430.015733079,158879.420782709,414587.49764126,813403.316993938,1676084.25806272,2954222.47605983
18,23,514291.661600131,97967.1325814215,378873.721972967,722481.459105828,1523707.42663789,3012065.47572008
18,24,444036.865943867,65801.3623392022,322321.716602498,679334.188468633,1361618.72717051,2402217.52471856
18,25,428510.341583333,53954.6166558315,320049.32027092,612182.995895908,1375073.61081567,3281290.18327145
18,26,359732.759474984,38272.5181513019,207716.174320613,471654.043127005,1351507.09237572,2914013.18157463
18,27,325150.764976834,24511.4492366664,184038.386857127,442656.37236415,1221238.10058148,2930030.97413126
18,28,293516.364050531,8392.320383365,72852.6434049883,416137.794344035,1138289.51621658,3491823.94990047
18,29,282185.847524146,8877.82515972902,61999.5560956897,398892.484783798,1207949.11336762,2450887.11818428
18,30,217889.927711519,0,39309.2992714688,300017.961784572,993693.85638647,2857608.77146518
18,31,204700.847572693,0,33941.341664031,244376.052648844,990611.721500905,2542242.13115644
18,32,190302.500055041,0,19841.8662997683,236951.337112274,959622.724213162,2533265.88334382
18,33,149774.742244923,0,4672.53133712381,128506.035072451,774955.599893722,2056970.17133499
18,34,148930.485307594,0,0,82270.935512611,859906.434576536,2659561.58823279
18,35,124819.012427043,0,0,52603.174345753,725134.23975753,2279211.61745522
18,36,115490.522953865,0,0,38333.27634472,664615.377793388,2117833.0894259
18,37,101766.049734878,0,0,37519.2937859751,595515.772182766,2015943.61021251
18,38,79774.592752012,0,0,18003.4489729264,553280.720876613,1616298.36768212
18,39,75183.7185040528,0,0,5615.11758250374,473123.619861387,1962678.74660636
18,40,74994.4962593475,0,0,0,597141.406467709,1594105.74532485
19,1,13141.4909915112,0,2850.47044051368,13867.5726006945,44813.6009456305,296589.211401628
19,2,177574.028541668,82337.6399129601,124045.82707602,217860.232385204,482841.806579782,1171073.71494073
19,3,512678.484169267,307204.156547092,424208.845522185,611289.389930406,1121875.4987038,2606521.61988502
19,4,837917.934178511,580608.456685398,775004.064679867,1008019.4488592,1559484.36423599,2827345.93062367
19,5,1082099.60618311,759906.303151895,996046.732042077,1316268.45630426,1935163.6350338,3205383.55644938
19,6,1272819.77539861,903664.867191192,1189154.36908782,1548591.76338625,2318037.66670512,3388865.35765807
19,7,1385362.49309878,965152.997835866,1268847.82860056,1691581.33309279,2399795.34623303,5545145.56695989
19,8,1393338.3506499,969564.178742945,1306117.21698655,1693604.17546237,2440897.56365875,4360756.22159412
19,9,1415164.11128122,982901.18841961,1324387.46217638,1728533.75601049,2578250.34385254,4011200.80243588
19,10,1342725.1086665,921780.074005573,1248344.9092445,1636892.19235794,2460451.68300437,3831143.47734284
19,11,1353906.8843101,871494.47471023,1253599.52629735,1691730.6679003,2685378.90616668,4539809.61947565
19,12,1269114.92572514,821556.23891314,1186393.531085,1582947.64643194,2419819.76523885,3395191.69403237
19,13,1213448.58732868,777149.080990347,1091967.63912344,1553092.4142819,2424547.62688201,3769086.77377708
19,14,1156187.67108897,722618.748884693,1058667.39573488,1501543.95122462,2262467.47921759,4268730.06217452
19,15,1064385.79933375,638580.324653978,965168.268327781,1370901.96798903,2183871.34103458,3431751.45356768
19,16,1014722.32243405,570480.777566729,900057.004466037,1315233.12376379,2261843.99025806,3762019.88733818
19,17,953977.967026974,520189.52582403,856221.766851561,1226254.87154414,2102376.55668455,4180534.47778774
19,18,892033.937634011,425163.756240231,766742.39160717,1165026.75055582,2118555.85952142,3943371.3598889
19,19,765262.99491595,352095.090355878,648248.210933262,1043269.26145558,1867258.54013322,3225920.71572367
19,20,673689.219333636,297996.229310337,527245.47902428,946054.890235318,1817500.32554176,3456482.46505117
19,21,638399.31108927,260214.603016919,515106.248560756,905376.572621593,1668131.18731865,3030631.90395189
19,22,571287.943491068,141483.637184014,437416.664288487,809740.933992655,1634527.49631158,3327116.03173208
19,23,486122.048452261,98699.6105166393,362692.025451134,673878.60164469,1418834.51891283,2963879.92811584
19,24,469777.49061139,63046.6178330731,321438.252104213,656965.434321751,1636816.04889892,2994553.44804289
19,25,424136.339958712,46355.534012252,292683.245627602,621969.576769906,1403398.47595312,3162537.01591309
19,26,370179.024872967,39733.3171257783,253876.838197847,515156.580270542,1297513.63086709,2552583.6346363
19,27,320231.6433795,25247.3655197967,127670.534798636,480808.020354375,1214953.21515069,2781184.17150029
19,28,305527.8841837,17237.9866050976,88443.6705903002,442247.616602041,1230612.30175776,2462184.25227977
19,29,248862.555581235,2926.37535585673,57152.6566744851,364011.519764581,1023316.60385177,2076623.08159872
19,30,215692.239909675,0,38644.7155389534,308218.532663013,960331.894979327,2455661.71407315
19,31,186957.317303177,0,28616.5578550999,236537.343669951,934806.200385519,2375662.86624207
19,32,166564.798896994,0,18749.0423441696,177892.654201709,887622.074127408,1918355.36373592
19,33,164690.012703753,0,10011.8617788648,117063.220970318,845767.645066273,2206670.24315229
19,34,124474.305851353,0,0,68667.6173288974,774675.485729918,1556330.36944869
19,35,104192.604225356,0,0,41121.359716595,677569.952410353,1868565.49077792
19,36,95845.6959455387,0,0,42821.5778639923,605137.280642546,2147172.04929799
19,37,83783.61621806,0,0,25086.3345061803,541967.860023917,2173441.93477108
19,38,78564.9905521365,0,0,7023.97687832196,470052.860264955,2255106.66310413
19,39,62046.7896388267,0,0,0,448888.82898235,1774491.20197499
19,40,59005.016038099,0,0,0,455877.068758939,1810904.84750674
20,1,13771.7222425982,0,3493.55355899742,13849.7022054189,44948.5530393632,330539.254167874
20,2,191130.739187271,86788.0486274533,133521.969702826,227348.696070246,495707.1577553,1610151.45299857
20,3,532502.33184436,326097.364885798,460699.440967266,638340.41275639,1128543.88929349,2015930.9252682
20,4,870868.597936306,583910.282974171,780054.90581003,1057717.156266,1648190.31475604,2837803.4314829
20,5,1128561.59306503,808818.689182533,1036843.90711789,1355654.00360711,2093529.16665502,3398854.07040736
20,6,1310876.1653218,930537.748460966,1214850.9882376,1554661.23202633,2400232.4310759,4176467.05005634
20,7,1432562.57958171,1019046.96366792,1332564.11764057,1738113.81833389,2562239.12276841,4301492.97089881
20,8,1468167.32292166,1020421.0333611,1358147.6240578,1781192.72012231,2703510.9153327,4747716.06611968
20,9,1440089.60801486,989974.21975574,1338261.92637062,1790443.76858871,2559791.46035021,4072258.74434656
20,10,1435255.88826164,994059.6321702,1355693.6982399,1749898.34625618,2596427.71900939,4130217.77416106
20,11,1357737.11831645,913910.507249775,1290992.0792926,1707364.83245203,2471495.28777084,3769208.92347385
20,12,1384113.81171167,856267.163427563,1256996.72781599,1730963.37396671,2779796.8566266,4402142.88457164
20,13,1242973.5587024,747006.42401323,1135517.08407564,1599091.64721645,2478187.97399923,4025325.4339366
20,14,1199997.1557368,707596.56400562,1059869.00815374,1591967.61933402,2486769.7200624,3799791.83276033
20,15,1087584.17896816,631291.283344853,975166.602575019,1390247.61164065,2322233.55780237,3662110.18816937
20,16,1032655.53569651,576747.900858985,890438.672919254,1330945.75679388,2256837.99283368,3917539.05671163
20,17,951920.245047457,496988.155050532,838299.919490838,1276557.18748949,2122030.03120092,3502553.29975769
20,18,871579.828001445,403978.481587995,728602.913219854,1156771.28814435,2112697.41794235,4033620.41333727
20,19,799048.328192798,369611.62105523,650894.155641958,1067883.5629636,1993388.78341642,3468842.85911118
20,20,706192.870383327,311032.634353077,581159.540131607,980833.1047219,1860690.49101968,3157661.81053284
20,21,637752.82903077,258498.117373097,503422.584554465,872208.701104569,1763840.63171231,2862401.36951591
20,22,599039.696346754,197027.321672623,457270.87339188,829684.857503294,1738227.89795665,3088100.93406394
20,23,509871.818336718,86814.9689460237,379496.495515091,736571.853864107,1513601.19729754,3532744.51456259
20,24,441564.518444228,62631.3385421715,311293.168130746,636499.678443737,1398774.16503992,2814913.52335019
20,25,402178.756820233,49147.2187357308,279887.683963452,563549.581895752,1379508.40416196,2980261.63154724
20,26,329391.983478069,32351.2076353825,151275.545016719,469434.281793791,1186351.62708269,3027047.56812356
20,27,307415.24522862,18614.5537263938,111320.455352586,461316.324395311,1111703.9761158,2612460.14236819
20,28,278776.517553456,7166.01902338336,71914.8733244522,407547.147966307,1145670.62376783,2650978.48472002
20,29,255303.030845499,0,53157.711979881,360229.563977005,1127834.38801647,2860444.59343667
20,30,223308.171233859,0,39257.7943833415,290502.168067292,1039666.66034995,2403165.9264844
20,31,188533.756365692,0,25777.6156377071,240366.860393935,915300.157783424,2048278.57042019
20,32,174419.531685611,0,17715.5417653556,196379.449093908,938111.648737388,1963907.71841935
20,33,147130.041072583,0,0,96551.1601669354,808312.6962124,2405755.33143138
20,34,137069.575104032,0,0,62334.0917790532,757222.874234564,2946577.81122141
20,35,111032.510518195,0,0,50798.2793216836,678243.739940807,1733814.80006019
20,36,99060.0787514622,0,0,35338.8840733397,675950.288453532,2090227.12332322
20,37,77016.6792831353,0,0,15166.468983133,508863.790674971,1395271.70954443
20,38,76753.2362789378,0,0,6637.1349005526,503845.622351022,3140940.53599922
20,39,68791.5414761715,0,0,0,486434.102903574,1909721.0061618
20,40,48950.3701135362,0,0,0,348001.017634637,1819486.16803969
21,1,14744.1161162846,0,4863.86749563502,15603.5360081213,45273.6131662684,408713.205974276
21,2,189185.389822243,91011.724750555,131825.584952283,217564.329340851,503454.988581824,1311936.20169929
21,3,540899.232968839,318905.950380248,455334.460936777,666926.056723487,1162934.48219359,2005668.00851408
21,4,873897.81679842,590091.909662641,804130.24212088,1068012.58126304,1598286.11251832,2936628.38417545
21,5,1125088.55347538,800309.11275405,1029274.166993,1345864.66917191,2044819.60789946,3733637.76886468
21,6,1321412.50921423,906886.526901837,1235505.24321867,1629317.70207272,2359573.99497474,3691488.89250431
21,7,1363205.46765188,961933.273449206,1253715.66763635,1680875.48615733,2376810.21933746,3455854.34107688
21,8,1427111.37950628,991963.169616092,1307938.69164275,1715070.31995269,2673719.6868128,4178408.01434063
21,9,1424306.11486039,970411.70282062,1302884.05862621,1752070.16565933,2657587.82397623,4651078.11622104
21,10,1415487.2103221,939474.751811261,1313168.44212862,1760994.95663445,2681718.38626579,3917422.50464337
21,11,1381091.25410253,917782.685297787,1279458.69659451,1719027.62332102,2672281.47205243,3777630.3328093
21,12,1329512.2937824,849568.439619685,1250541.95650512,1704111.8733997,2545738.09049578,3576696.87433148
21,13,1274997.2479367,813117.341388971,1164150.23930917,1630101.55177849,2464299.1850852,3896760.31349358
21,14,1169357.13497413,712868.028039842,1043771.38979632,1494624.42897937,2370657.72104259,3987547.34578626
21,15,1099840.73290997,631697.782883891,995699.326556423,1419126.47779394,2353523.72725624,3688692.73535688
21,16,1047067.84699618,535199.089356922,904295.810025797,1393376.89544353,2399887.65063621,4196773.11944869
21,17,923749.227737709,454470.268171026,809512.628258176,1219325.69099687,2140207.24478373,3407996.38608115
21,18,852876.730324755,396960.353119322,724585.141699709,1157289.32978664,2013506.84666655,3598040.964032
21,19,803059.509340784,392092.542324719,677594.497558052,1068754.92232318,2004026.49282809,3437997.1126698
21,20,715749.438597899,320833.830351727,595502.755926491,1002112.55120931,1846243.18487384,3025173.82210323
21,21,657754.630185931,267623.016331259,530850.872021158,924179.770488996,1681916.04004252,3341106.47066731
21,22,587506.278012206,133740.27671819,453682.67951038,851746.553504959,1639356.23421321,2939077.36854025
21,23,557206.052480871,111797.960059323,416025.445548541,762678.670589747,1609587.19041858,4134913.6062995
21,24,473782.089719438,80481.9003612184,372011.600419994,668406.247849209,1425825.00658368,3078386.02685026
21,25,421423.929723856,55108.6519670671,300856.734604998,587357.01774572,1448334.31505814,2892463.44336953
21,26,383512.350878991,40162.5786346006,256378.37862792,542430.886625263,1342521.62616756,2697750.01825474
21,27,327538.548428938,26408.2480484473,143255.404511394,484514.197226687,1217689.64771897,2604956.51944884
21,28,343271.795348953,16797.2682977165,111194.25691348,480757.91753008,1250567.74608145,2867940.35937732
21,29,277817.356908507,10070.5703415364,72813.349193264,413988.9656319,1180283.7296158,2365836.95387523
21,30,227028.000346363,0,49385.0232141898,334073.667073552,1081926.60338716,2129415.07569254
21,31,169215.160012831,0,27234.5339485762,198745.755963512,835929.215057758,2010571.71037426
21,32,178620.693719183,0,19051.184146459,201949.389957623,931314.078392269,2060354.52502824
21,33,144284.589781186,0,0,82915.1654483139,807904.027223152,2299079.75930938
21,34,131014.587951432,0,0,70728.5601948327,711124.006756432,2033840.68443333
21,35,107897.328120724,0,0,51506.6716321564,666706.45820132,1702796.01903329
21,36,104125.118283164,0,0,31133.3680697045,676071.808752537,1846808.39911662
21,37,109554.980734697,0,0,30998.0565274535,759941.168311033,1931985.35997519
21,38,64242.8440079554,0,0,8925.25563570201,470093.455020164,1591524.45589429
21,39,76902.4260201381,0,0,0,522011.181588152,2499590.3211765
21,40,57692.4612771115,0,0,0,376245.166681247,2164571.48645451
22,1,17857.9496667826,0,5372.75018663594,16467.0268839722,63617.3886491712,377487.460849861
22,2,193604.37385246,88870.6414070886,137208.225035046,237349.906409407,513305.259712846,1215852.37552577
22,3,550757.68730538,341159.804103856,478837.071015625,661244.34996634,1182921.95054639,2109929.76812584
22,4,894181.970353771,620974.538126551,825298.253601745,1064294.25245284,1664550.07709293,3000292.88435582
22,5,1159424.88631943,811416.37660646,1074368.14743978,1381761.62774813,2056037.89995095,3371839.06097597
22,6,1314590.63656215,929631.818172286,1209897.14437252,1567055.75541176,2321882.57497137,4115003.12264917
22,7,1430140.85815373,1036119.02215166,1331990.75763623,1708032.12146357,2549466.82133029,3513156.88605158
22,8,1445108.28580926,1015792.17405165,1338173.42620343,1775741.00481415,2538660.32823226,3929157.40549508
22,9,1504645.46570036,1022268.31427553,1427039.68653013,1848771.39280782,2725460.88820743,4018953.20598184
22,10,1453256.68275334,973877.344291561,1359791.05201,1808594.63824994,2725821.39920326,3791783.4839682
22,11,1419301.02453496,930348.240852281,1325700.86170542,1760896.77841475,2665122.54136088,4909184.31002624
22,12,1364191.75788743,892180.810085082,1248851.30706204,1705329.51597658,2699703.15656542,4143146.37498496
22,13,1285730.60426619,845958.935131666,1198820.30670256,1605644.75657244,2469729.39485839,3569913.75232941
22,14,1202374.85865164,716368.947684935,1093717.8332129,1549257.03716856,2510465.18375803,3890205.60621688
22,15,1113583.4594228,645519.129153129,992807.063166632,1472462.50454576,2329542.76502166,3413899.90565996
22,16,1049811.55197775,587326.0573503,936621.24157289,1366491.78045391,2295851.16771674,4272486.45969759
22,17,941068.465982081,482336.798391927,826492.486783909,1264946.84385891,2155657.47164206,3784539.28211587
22,18,886495.110010854,421859.202746104,723986.022502544,1186710.45681792,2279224.1055878,4120978.79949038
22,19,815742.72002268,372290.812322867,691246.836814811,1115057.74989272,2023020.45686085,3656095.05253715
22,20,763049.245270259,322355.898311758,611940.72535678,1083611.50612427,1955946.10025696,3212598.25862117
22,21,662105.997712271,270227.927738826,530018.720042522,890497.155542041,1834962.75932482,3473111.34918161
22,22,598956.985633929,153715.177395742,449914.116750366,864442.218114133,1615051.50231104,3290026.88160065
22,23,524381.719918477,96745.5631948085,386505.461973839,758304.360815912,1588101.21427313,2903740.57157609
22,24,466602.143283049,75462.2745460785,348257.427681381,680881.522442736,1470104.87572518,2986382.87012286
22,25,401420.046336045,50307.2403731549,279005.493760977,615596.791553138,1328513.02421582,2437792.84883167
22,26,371724.336723617,32050.4253068169,173970.626036058,522187.731279276,1402214.73866157,3679958.24465579
22,27,319817.170605297,23015.4117644718,116764.479773228,472466.626917449,1152923.7292379,3033505.45597384
22,28,284478.253661005,6739.33787641126,70404.9614739545,412822.665114709,1168481.65562066,2397986.3415367
22,29,244421.427043192,0,48197.5141333324,320433.27078558,1014427.50274019,3064255.63185821
22,30,215524.195275007,0,38658.7473202421,286707.887669294,998295.236896434,2284020.446954
22,31,215019.820239621,0,23020.1696613297,264931.788731999,1064332.25687619,3364144.97460417
22,32,161063.730533895,0,10087.696174449,161537.406575272,869543.770425734,2008727.98340728
22,33,158725.340489909,0,6028.43242382184,122800.565461791,837389.224826008,2154879.55127747
22,34,138169.663466427,0,0,82057.1671103877,774037.741323318,2048023.52027053
22,35,119206.815093284,0,0,45310.3646974037,689758.410980045,2373270.81394461
22,36,105688.078219935,0,0,39943.3213566316,633247.228119555,2570318.35126377
22,37,88406.2874397338,0,0,26693.3870529709,588527.979998989,1990249.83672752
22,38,57040.7230771293,0,0,0,380436.319854036,1715412.36696483
22,39,67723.8723190058,0,0,0,486947.706933863,2205543.76448128
22,40,47868.2048362934,0,0,0,288748.053203179,1685929.96869378
23,1,19123.4843813288,0,6203.08527908551,17914.3211992217,54015.2369091748,451485.39340216
23,2,217693.682363068,96343.5155596953,145652.186239275,258821.930925938,626138.156224528,1819207.00053832
23,3,572521.729642207,357022.813471943,504616.343455161,699185.61454188,1143770.66661733,1889938.22673102
23,4,923414.866408909,625269.306887071,823779.901987204,1100126.39120631,1826920.15317559,2998321.32655307
23,5,1181779.93747864,842531.411475098,1095823.68995483,1418991.66493121,2152652.4674792,3048526.95781153
23,6,1388435.02234218,966324.926345064,1301025.88740699,1720306.84986996,2462186.96324966,3625761.78671921
23,7,1487197.00844194,1060619.37031762,1417320.90557351,1806331.92443296,2565270.03015884,4390928.35089376
23,8,1520600.82385884,1061207.82170276,1430895.34204547,1867059.45068067,2625710.96356074,4480908.95324696
23,9,1506510.90579901,1029075.73986939,1399250.49967388,1848239.01535946,2755338.34521347,4492201.29398333
